Facility Name,DBA,State ID,Facility Type,Address,City,County,State,Zipcode,Administrator Name,Inspection Results and Facility Details,Phone
THE HOMESTEAD OF OLATHE SOUTH,,N046038, Assisted Living Facility,751 N SOMERSET TERR,OLATHE,JOHNSON,KS,66062-5450,LAUREN WHEELER,Inspection Results and Facility Details,913-829-4663
THE HOMESTEAD OF TOPEKA,,N089035, Assisted Living Facility,5820 SW DRURY LN,TOPEKA,SHAWNEE,KS,66604-2262,SUSAN BULLOCK,Inspection Results and Facility Details,785-272-2200
THE HOMESTEAD OF WICHITA,,N087042, Assisted Living Facility,12221 W. MAPLE STREET,WICHITA,SEDGWICK,KS,67235,CRYSTAL THOMPSON,Inspection Results and Facility Details,316-729-2400
THE LIGHTHOUSE,,B058003,Home Plus,1189 HWY 77,MARYSVILLE,MARSHALL,KS,66508,MANDY HABIG,Inspection Results and Facility Details,785-562-7980
THE MAPLETON ANDOVER,,N008013, Assisted Living Facility,1419 W. CENTRAL,ANDOVER,BUTLER,KS,67002,KIMBERLIE ANNE STEWART,Inspection Results and Facility Details,316-530-1253
THE MAPLETON EUREKA LLC,,B037001,Home Plus,1820 E RIVER STREET,EUREKA,GREENWOOD,KS,67045,KIMBERLIE STEWART,Inspection Results and Facility Details,316-500-7400
THE MEADOWS,,N016003, Assisted Living Facility,1201 MARTINDALE ST,BURLINGTON,COFFEY,KS,66839-2400,SUZANNE GARCIA,Inspection Results and Facility Details,620-364-8861
THE NICOL HOME,,N015004,Nursing Facility,303 E BUFFALO ST,GLASCO,CLOUD,KS,67445,CARTER OLSON,Inspection Results and Facility Details,785-568-2251
THE OXFORD GRAND,,N087075, Assisted Living Facility,3051 N. PARKDALE CIRCLE,WICHITA,SEDGWICK,KS,67205,SANDRA LIERZ,Inspection Results and Facility Details,316-927-2007
THE PINES INC,,B043003,Home Plus,725 IOWA AVENUE,HOLTON,JACKSON,KS,66436,NIKKI L BROCK,Inspection Results and Facility Details,785-364-3314
THE PINES SOUTH,,B043004,Home Plus,14005 214TH ROAD,HOLTON,JACKSON,KS,66436-8183,NIKKI L BROCK,Inspection Results and Facility Details,785-364-0106
THE PLAZA HEALTH SERVICES AT SANTA MARTA,,N046075,Nursing Facility<BR> Assisted Living Facility<BR> Residential Health Care Facility,13875 W. 115TH TERRACE,OLATHE,JOHNSON,KS,66062-7833,BRIAN HAASE,Inspection Results and Facility Details,913-906-0990
THE PRAIRIE FARMSTEAD EAST,,B046064,Home Plus,12441 W. 151ST STREET,OVERLAND PARK,JOHNSON,KS,66221,MICHALA GIBSON,Inspection Results and Facility Details,913-257-5425
THE PRAIRIE FARMSTEAD LLC,THE PRAIRIE FARMSTEAD LAKE HOUSE,B046085,Home Plus,12401 W 151ST STREET,OVERLAND PARK,JOHNSON,KS,66221,MICHALA GIBSON,Inspection Results and Facility Details,913-257-5425
THE PRAIRIE FARMSTEAD WEST,,B046065,Home Plus,12481 W. 151ST STREET,OVERLAND PARK,JOHNSON,KS,66221,MICHALA GIBSON,Inspection Results and Facility Details,913-257-5425
THE ROSE SENIOR LIVING LLC,,B046086,Home Plus,5746 MACKEY ST,MERRIAM,JOHNSON,KS,66202,ROSEMARIE CRAIG ,Inspection Results and Facility Details,913-336-0966
THE VILLAGE AT MISSION LLC,THE VILLAGE AT MISSION,N046049,Nursing Facility<BR> Residential Health Care Facility,7105 MISSION ROAD,PRAIRIE VILLAGE,JOHNSON,KS,66208-3302,ERIKA RIANO-MCCOLLOM,Inspection Results and Facility Details,913-262-1611
"THE W PLACE, LLC",THE W PLACE AT MEADOWLARK,B048002,Home Plus<BR>Adult Day Care,1211 W KELLY AVENUE,KINGMAN,KINGMAN,KS,67068-8168,JENNILEE R LOEHR,Inspection Results and Facility Details,620-243-2674
THE WHEATLANDS HEALTH CARE CENTER,,N048003,Nursing Facility<BR> Residential Health Care Facility,750 W WASHINGTON ST,KINGMAN,KINGMAN,KS,67068-2000,NIKKI N. SCHMITZ,Inspection Results and Facility Details,620-532-5801
THE WILLOW HOUSE,,B026002,Home Plus,2900 WILLOW STREET,HAYS,ELLIS,KS,67601,SHAYNE UNSWORTH,Inspection Results and Facility Details,785-621-4959
THE WINDSOR OF LAWRENCE,,N023017, Assisted Living Facility,3220 PETERSON RD,LAWRENCE,DOUGLAS,KS,66049-1942,ASHLEY DAWSON,Inspection Results and Facility Details,785-832-9900
TONGANOXIE OPCO LLC,TONGANOXIE TERRACE,N052005,Nursing Facility,"1010 EAST STREET, SUITE 940",TONGANOXIE,LEAVENWORTH,KS,66086-9557,RICHARD S. MARCOTTE,Inspection Results and Facility Details,913-369-8705
TOP CITY HEALTHCARE LLC,THE HEALTHCARE RESORT OF TOPEKA,N089065,Nursing Facility<BR> Assisted Living Facility,6300 SW 6TH AVENUE,TOPEKA,SHAWNEE,KS,66615,BENJAMIN LEIKER,Inspection Results and Facility Details,785-272-2124
TOPCARE HOME PLUS LLC,,B046075,Home Plus,20687 W 125TH CT,OLATHE,JOHNSON,KS,66061,VIRGINIA KARANU,Inspection Results and Facility Details,908-938-9793
TOPCARE HOMEPLUS LLC,TOPCARE HOMEPLUS - UPENDO HOUSE,B046069,Home Plus,13509 W 67TH STREET,SHAWNEE,JOHNSON,KS,66216,VIRGINIA KARANU,Inspection Results and Facility Details,913-210-0919
TOPSIDE MANOR INC,,N091001,Nursing Facility,210 KANSAS AVE,GOODLAND,SHERMAN,KS,67735-1602,DAPHNE MCTAGUE,Inspection Results and Facility Details,785-890-7517
TRANQUIL HAVEN LLC,,B023023,Home Plus,3109 W 26TH STREET,LAWRENCE,DOUGLAS,KS,66047,RACHEL KARUGA,Inspection Results and Facility Details,785-691-7620
TREGO CO-LEMKE MEM HOSPITAL LTCU,,H098101,Long Term Care Unit,320 N 13TH ST,WAKEENEY,TREGO,KS,67672-2002,JEREMY RABE,Inspection Results and Facility Details,785-743-2182
TREGO LEMKE ASSISTED LIVING,,N098002, Assisted Living Facility,303 N 14TH ST,WAKEENEY,TREGO,KS,67672 2002,ELLA KENNEDY,Inspection Results and Facility Details,785-743-2182
TRINITY MANOR,,N029001,Nursing Facility,510 W. FRONTVIEW STREET,DODGE CITY,FORD,KS,67801-2213,TAMARA LAMPE,Inspection Results and Facility Details,620-227-8551
TULIP HEALTHCARE LLC,ROCK CREEK CARE HOME,B030013,Home Plus,27 E ROCKWOOD DRIVE,OTTAWA,FRANKLIN,KS,66067-3721,CATHERINE UNDERWOOD,Inspection Results and Facility Details,785-521-3532
TWIN OAKS ASSISTED LIVING,,N052007, Assisted Living Facility,657 EISENHOWER,LANSING,LEAVENWORTH,KS,66043-1913,ANGELA VAN ANNE,Inspection Results and Facility Details,913-727-6100
TWIN OAKS HEALTH AND REHAB,,N052011,Nursing Facility,757  W EISENHOWER RD,LANSING,LEAVENWORTH,KS,66043,DANA COLLINS,Inspection Results and Facility Details,913-534-8336
TWO TIMBERS LLC,,B022001,Home Plus,101 EAST VIRGINIA STREET,HIGHLAND,DONIPHAN,KS,66035,PAMELA TWOMBLY,Inspection Results and Facility Details,785-442-4444
TWO TRAILS HEALTHCARE INC,THE HEALTHCARE RESORT OF OLATHE,N046092,Nursing Facility<BR> Assisted Living Facility,21250 W 151ST STREET,OLATHE,JOHNSON,KS,66061-0768,TYLER RUTLEDGE,Inspection Results and Facility Details,913-390-0444
ULTRA CARE HOME PLUS,,B087220,Home Plus,11537 E. HARRY STREET,WICHITA,SEDGWICK,KS,67207,TOLULOPE KADIRI,Inspection Results and Facility Details,316-990-5476
ULTRA CARE HOME PLUS LLC,ULTRA CARE HOME PLUS 4,B087162,Home Plus,14601 E TIMBER LAKE ROAD,WICHITA,SEDGWICK,KS,67230-9220,TOLULOPE KADIRI,Inspection Results and Facility Details,316-990-5476
ULTRA CARE HOME PLUS LLC,ULTRA CARE HOME PLUS 5,B087266,Home Plus,1737 S 125TH ST E,WICHITA,SEDGWICK,KS,67207,MUKAILA KADIRI,Inspection Results and Facility Details,316-990-5476
ULTRA CARE HOME PLUS LLC 2,,B087234,Home Plus,2355 S BEDFORD ST,WICHITA,SEDGWICK,KS,67207,TOLULOPE KADIRI,Inspection Results and Facility Details,316-990-5476
ULTRA CARE HOME PLUS LLC 3,,B087254,Home Plus,1532 S CREEKSIDE CT,WICHITA,SEDGWICK,KS,67230,TOLULOPE KADIRI,Inspection Results and Facility Details,316-990-5476
UNIFIED CARE HOME INC,,B087237,Home Plus,5705 E ROCKHILL,WICHITA,SEDGWICK,KS,67208,SADIQ NKRUMBIH,Inspection Results and Facility Details,316-558-3605
UNITED METHODIST HOME INC,ALDERSGATE VILLAGE,N089068, Assisted Living Facility<BR>Home Plus<BR>Adult Day Care,7220 SW ASBURY DR,TOPEKA,SHAWNEE,KS,66614,CAROL GEORGE,Inspection Results and Facility Details,785-478-9440
UNITED METHODIST HOMES INC,ALDERSGATE VILLAGE HOME PLUS SOUTH,B089102,Home Plus,7201 SW UXBRIDGE,TOPEKA,SHAWNEE,KS,66614,CAROL GEORGE,Inspection Results and Facility Details,785-478-9440
UNITED METHODIST HOMES INC,ALDERSGATE VILLAGE HOME PLUS NORTH,B089103,Home Plus,7202 SW UXBRIDGE,TOPEKA,SHAWNEE,KS,66614,CAROL GEORGE,Inspection Results and Facility Details,785-478-9440
VALLEY HEALTH CARE CENTER,,N044002,Mental Health Nursing Facility<BR> Residential Health Care Facility,PO BOX 189 400 12TH STREET,VALLEY FALLS,JEFFERSON,KS,66088-189,MACKENZI SAMPLE,Inspection Results and Facility Details,785-945-3832
VALLEY VIEW SENIOR LIFE,,N031003,Nursing Facility<BR> Residential Health Care Facility,1417 W. ASH STREET,JUNCTION CITY,GEARY,KS,66441-3332,TYRONE WILKENS,Inspection Results and Facility Details,785-762-2162
VIA CHRISTI VILLAGE HAYS,,N026001,Nursing Facility<BR> Assisted Living Facility,2225 CANTERBURY,HAYS,ELLIS,KS,67601,CHEYENNE STRUNK,Inspection Results and Facility Details,785-628-3241
VIA CHRISTI VILLAGE MANHATTAN INC,,N081001,Nursing Facility<BR> Assisted Living Facility,2800 WILLOW GROVE RD,MANHATTAN,RILEY,KS,66502-2096,MICHAEL FUCHS,Inspection Results and Facility Details,785-539-7671
VIA CHRISTI VILLAGE MCLEAN INC,ASCENSION LIVING VIA CHRISTI VILLAGE MCLEAN,N087056,Nursing Facility<BR> Assisted Living Facility,777 N MCLEAN BLVD,WICHITA,SEDGWICK,KS,67203-4980,VALAN E POLLEY,Inspection Results and Facility Details,316-942-7000
"VIA CHRISTI VILLAGE PITTSBURG, INC",ASCENSION LIVING VIA CHRISTI VILLAGE PITTSBURG,N019013,Nursing Facility<BR> Assisted Living Facility,1502 E CENTENNIAL STREET,PITTSBURG,CRAWFORD,KS,66762,CAITLIN STRAWDERMAN,Inspection Results and Facility Details,620-235-0020
VIA CHRISTI VILLAGE RIDGE,,N087057,Nursing Facility<BR> Assisted Living Facility,"3636 NORTH RIDGE ROAD, BLDG #400",WICHITA,SEDGWICK,KS,67205,LISA SMADING,Inspection Results and Facility Details,316-462-3636
VICTORIA FALLS ASSISTED LIVING,,N008011, Assisted Living Facility,408 E CENTRAL,ANDOVER,BUTLER,KS,67002-,TIFFANY S YENOR,Inspection Results and Facility Details,316-733-0334
VILLA HEIGHTS LIVING LLC,,B046091,Home Plus,816 S MULBERRY STREET,GARDNER,JOHNSON,KS,66030,DEBRA OLIMA,Inspection Results and Facility Details,913-645-9151
VILLA MARIA,,N096007,Nursing Facility,116 S CENTRAL AVE,MULVANE,SUMNER,KS,67110-1799,DANA VELOTTA,Inspection Results and Facility Details,316-777-1129
VILLA ST FRANCIS CATHOLIC CARE CENTER INC,VILLA ST FRANCIS,N046046,Nursing Facility,16600 W 126TH ST,OLATHE,JOHNSON,KS,66062,BRAD HEIDRICK,Inspection Results and Facility Details,913-829-5201
VILLAGE SHALOM INC,,N046054,Nursing Facility<BR> Assisted Living Facility<BR> Residential Health Care Facility,5500 W 123RD STREET,OVERLAND PARK,JOHNSON,KS,66209,JAMIE PAREDES,Inspection Results and Facility Details,913-317-2600
VINTAGE PARK AT ATCHISON,,N003005, Assisted Living Facility,1301 N 4TH,ATCHISON,ATCHISON,KS,66002,BRENDA NORRIS,Inspection Results and Facility Details,913-367-2655
VINTAGE PARK AT BALDWIN CITY,,N023018, Assisted Living Facility,321 CRIMSON AVENUE,BALDWIN CITY,DOUGLAS,KS,66006,PATRICIA HILL,Inspection Results and Facility Details,785-594-4255
VINTAGE PARK AT GARDNER,,N046055, Assisted Living Facility,869 JUNIPER TERRACE,GARDNER,JOHNSON,KS,66030,JODI BERGKAMP,Inspection Results and Facility Details,913-856-7643
VINTAGE PARK AT HIAWATHA,,N007006, Assisted Living Facility,400 KANSAS AVENUE,HIAWATHA,BROWN,KS,66434,HEATHER WILLIAMS,Inspection Results and Facility Details,785-742-4566
VINTAGE PARK AT HOLTON,,N043004, Assisted Living Facility,410 JUNIPER DRIVE,HOLTON,JACKSON,KS,66436,JEREMY WATKINS,Inspection Results and Facility Details,785-364-5051
VINTAGE PARK AT LENEXA,,N046037, Assisted Living Facility,8710 CAENEN LAKE ROAD,LENEXA,JOHNSON,KS,66215-2069,LAKISHA WILLIAMS,Inspection Results and Facility Details,913-894-6979
VINTAGE PARK AT LOUISBURG,,N061008, Assisted Living Facility,202 S. ROGERS RD,LOUISBURG,MIAMI,KS,66053,SHONNA PADGETT,Inspection Results and Facility Details,913-837-5133
VINTAGE PARK AT OSAGE CITY,,N070006, Assisted Living Facility,1403 LAING STREET,OSAGE CITY,OSAGE,KS,66523,GRETCHEN VANDEVORD,Inspection Results and Facility Details,785-528-5095
VINTAGE PARK AT OSAWATOMIE,,N061009, Assisted Living Facility,1520 PARKER AVENUE,OSAWATOMIE,MIAMI,KS,66064,SHEILA WILSON,Inspection Results and Facility Details,913-755-2167
VINTAGE PARK AT OTTAWA,,N030008, Assisted Living Facility,2250 S. ELM STREET,OTTAWA,FRANKLIN,KS,66067,TINA CARUTHERS,Inspection Results and Facility Details,785-242-3715
VINTAGE PARK AT PAOLA,,N061010, Assisted Living Facility,601 N. EAST STREET,PAOLA,MIAMI,KS,66071-1183,LISA WHITE,Inspection Results and Facility Details,913-557-0202
VINTAGE PARK AT STANLEY,,N046069, Assisted Living Facility,14430 METCALF AVENUE,OVERLAND PARK,JOHNSON,KS,66223-2989,LYNDA MARIE SAWYER,Inspection Results and Facility Details,913-897-1414
VINTAGE PARK AT TONGANOXIE,,N052008, Assisted Living Facility,120 W. 8TH STREET,TONGANOXIE,LEAVENWORTH,KS,66086,BRANDY COONS,Inspection Results and Facility Details,913-845-2204
VINTAGE PARK AT WAMEGO,,N075006, Assisted Living Facility,1607 4TH STREET,WAMEGO,POTTAWATOMIE,KS,66547,JENNIFER RAE MESCHINO,Inspection Results and Facility Details,785-456-8997
VINTAGE PARK AT WATERFRONT,,N087039, Assisted Living Facility,900 N. BAYSHORE DRIVE,WICHITA,SEDGWICK,KS,67212,MARGARET FENNESSY,Inspection Results and Facility Details,316-945-3344
WAKEFIELD OPERATOR LLC,WAKEFIELD CARE AND REHABILITATION CENTER,N014003,Nursing Facility<BR> Assisted Living Facility,509 GROVE STREET,WAKEFIELD,CLAY,KS,67487,CHRISTOPHER A SCOTT,Inspection Results and Facility Details,785-461-5417
WALDRON PLACE,,N078016, Assisted Living Facility<BR> Residential Health Care Facility,1700 E 23RD,HUTCHINSON,RENO,KS,67502-,WHITNEY HAMBY,Inspection Results and Facility Details,620-662-4114
WELLINGTON OPERATOR LLC,WELLINGTON CARE AND REHABILITATION CENTER,N096003,Nursing Facility,102 W BOTKIN STREET,WELLINGTON,SUMNER,KS,67152-2302,DANIEL LAFFERY,Inspection Results and Facility Details,620-326-7437
WELLSPRINGS OF GARDEN PLAIN,,B087185,Home Plus,101 W AVENUE C,GARDEN PLAIN,SEDGWICK,KS,67050,MEGAN MANESS,Inspection Results and Facility Details,316-867-4111
WELLSPRINGS OF WICHITA #2,,B087236,Home Plus,6403 E MARJORIE LN,WICHITA,SEDGWICK,KS,67206,MEGAN MANESS,Inspection Results and Facility Details,316-867-4111
WELLSPRINGS OF WICHITA LLC,,B087137,Home Plus,6311 E MARJORIE ST,WICHITA,SEDGWICK,KS,67208-,MEGAN MANESS,Inspection Results and Facility Details,316-867-4111
WELLSVILLE MANOR,,N030004,Nursing Facility<BR> Assisted Living Facility,304 W 7TH ST,WELLSVILLE,FRANKLIN,KS,66092-7800,JILLIAN MCCOY,Inspection Results and Facility Details,785-883-4101
WESLEY TOWERS INC,,N078010,Nursing Facility<BR> Assisted Living Facility,700 MONTEREY PL,HUTCHINSON,RENO,KS,67502-2248,NABEEL KHOKHAR,Inspection Results and Facility Details,620-663-9175
WEST WICHITA ASSISTED LIVING LLC,AVITA SENIOR LIVING AT ROLLING HILLS,N087067, Assisted Living Facility,629 S MAIZE CT,WICHITA,SEDGWICK,KS,67209-,JENNIFER STASTNY,Inspection Results and Facility Details,316-361-2500
WESTERN PRAIRIE SENIOR LIVING,,N034001,Nursing Facility<BR> Assisted Living Facility,510 E. SAN JACINTO AVENUE,ULYSSES,GRANT,KS,67880-1899,ROBERT R. LE VENE,Inspection Results and Facility Details,620-356-3331
"WESTVIEW OF DERBY REHABILITATION & HEALTH CARE CENTER, LLC",,N087025,Nursing Facility,445 N WESTVIEW DRIVE,DERBY,SEDGWICK,KS,67037-2228,MARY SUE BREMERMAN,Inspection Results and Facility Details,316-788-3739
WESTY COMMUNITY CARE HOME INC,,N075005,Nursing Facility<BR> Assisted Living Facility,105 N HIGHWAY 99,WESTMORELAND,POTTAWATOMIE,KS,66549-,MICHELLE RIFFORD,Inspection Results and Facility Details,785-457-2801
WG HEARTHSTONE EAST SH LLC,CELEBRATION VILLA OF HEARTHSTONE EAST,N089063, Assisted Living Facility,3415 SW 6TH AVENUE,TOPEKA,SHAWNEE,KS,66606-1900,SARAH EISENBARTH,Inspection Results and Facility Details,785-234-6806
WG HEARTHSTONE WEST SH LLC,CELEBRATION VILLA OF HEARTHSTONE WEST,N089030, Assisted Living Facility,3515 SW 6TH AVE,TOPEKA,SHAWNEE,KS,66606-1900,RENEE M ELWOOD,Inspection Results and Facility Details,785-234-6225
WHEAT HAVEN HOME LLC,,B077001,Home Plus,304 MARION AVE,MCDONALD,RAWLINS,KS,67745,EILEEN PORUBSKY,Inspection Results and Facility Details,785-899-9009
WHEAT RIDGE ACRES ASSISTED LIVING,,N091002, Assisted Living Facility<BR> Residential Health Care Facility,707 WHEAT RIDGE CIRCLE,GOODLAND,SHERMAN,KS,67735,ANNA MANNIS,Inspection Results and Facility Details,785-899-0100
WHEAT STATE MANOR,,N008006,Nursing Facility,601 S MAIN ST,WHITEWATER,BUTLER,KS,67154-9700,WILLIAM GAULT,Inspection Results and Facility Details,316-799-2181
WHEATLAND NURSING & REHABILITATION CENTER,,N084003,Nursing Facility,320 S LINCOLN ST,RUSSELL,RUSSELL,KS,67665-2910,MICHELLE CROCKER,Inspection Results and Facility Details,785-483-5364
WHEATRIDGE PARK CARE CENTER,,N088002,Nursing Facility,1501 S HOLLY DR,LIBERAL,SEWARD,KS,67901-,DOUG WYCKOFF,Inspection Results and Facility Details,620-624-0130
WICHITA COUNTY HEALTH CENTER,,H102101,Long Term Care Unit,211 E EARL STREET,LEOTI,WICHITA,KS,67861,TERESA S CLARK RN CEO,Inspection Results and Facility Details,620-375-2233
"WICHITA MEMORY CARE, LLC",CREDO MEMORY CARE OF WICHITA,N087083, Residential Health Care Facility,6887 E ROCKHILL STREET,WICHITA,SEDGWICK,KS,67206,AMY BRUCE,Inspection Results and Facility Details,316-612-9810
WICHITA OPERATOR LLC,WICHITA CARE AND REHABILITATION CENTER,N087011,Nursing Facility,4007 E LINCOLN STREET,WICHITA,SEDGWICK,KS,67218-2111,PAMELA FREDERICKSON,Inspection Results and Facility Details,316-683-7588
"WICHITA SENIOR COMMUNITY, LLC",THE RUSHWOOD SENIOR COMMUNITY,N087089, Assisted Living Facility<BR> Residential Health Care Facility,2121 N. 143RD STREET E.,WICHITA,SEDGWICK,KS,67230,CHRISTIE UNDERWOOD,Inspection Results and Facility Details,316-219-6050
WILLOW AT WATHENA LLC,THE WILLOW,B022002,Home Plus,2125 HWY 36,WATHENA,DONIPHAN,KS,66090,AMY HARTMAN,Inspection Results and Facility Details,816-244-9233
WILSON OPERATOR LLC,WILSON CARE AND REHABILITATION CENTER,N027003,Nursing Facility,611 31ST STREET,WILSON,ELLSWORTH,KS,67490-8740,STACIE MOSES,Inspection Results and Facility Details,785-658-2505
WINFIELD REST HAVEN II LC,,N018007,Nursing Facility,1611 RITCHIE ST,WINFIELD,COWLEY,KS,67156-5252,MELISSA PARMLEY,Inspection Results and Facility Details,620-221-9290
WINFIELD SENIOR LIVING COMMUNITY,,N018006,Nursing Facility<BR> Assisted Living Facility,1320 WHEAT ROAD,WINFIELD,COWLEY,KS,67156-4704,TOMISHA JORDAN,Inspection Results and Facility Details,620-221-4660
WOODRIDGE ESTATES,,N050011, Assisted Living Facility,329 N KAY LANE,PARSONS,LABETTE,KS,67357,MISTELLE LITTLEJOHN,Inspection Results and Facility Details,620-421-4700
YATES OPERATOR LLC,YATES CENTER HEALTH AND REHAB,N104001,Nursing Facility,801 S FRY STREET PO BOX 265,YATES CENTER,WOODSON,KS,66783,NICOLE L. SPLECHTER,Inspection Results and Facility Details,620-625-2111
